,Common Name,Kingdom,Phylum,Class,Subclass,Infraclass,Superorder,Order,Family,Genus,SPECIES,Continents,Countries,Regions,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Subcontinents,Group name,Islands,Introduced Countries,Suborder,Oceans,SUBSPECIES OF,Subfamily,Subgenus,Tribe
0,blue-cotinga,Animalia,Chordata,Aves,,,,Passeriformes,Cotingidae,Cotinga,Cotinga nattererii,"South America,",North America,,"Forest,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_cotinga,https://www.iucnredlist.org/species/22700877/137868258",https://animalia.bio/blue-cotinga/,,,,,,,,,,
0,blue-coua,Animalia,Chordata,Aves,,,,Cuculiformes,Cuculidae,Coua,Coua caerulea,Africa,Madagascar,,"Anthropogenic biome,Forest,Mangrove,Mountains","Terrestrial, ,Oviparous, ,Altricial, ,Gliding",Not a migrant,"https://en.wikipedia.org/wiki/Blue_coua,https://www.iucnredlist.org/species/22684188/130094715,https://xeno-canto.org/622816",https://animalia.bio/blue-coua/,,,,,,,,,,
0,blue-crane,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Gruiformes,Gruidae,Grus,Grus paradisea,Africa,"Namibia,",,"Montane grasslands and shrublands,Anthropogenic biome,Grassland,Savanna,Shrubland,Wetlands,Coastal,Agricultural,Flooded grasslands and savannas","Wading birds, ,Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring",Altitudinal Migrant,"https://en.wikipedia.org/wiki/Blue_crane,http://www.iucnredlist.org/details/22692109/0,https://xeno-canto.org/628105",https://animalia.bio/blue-crane/,Sub-Saharan Africa,"sedge, seige, herd",,,,,,,,
0,blue-cuckooshrike,Animalia,Chordata,Aves,,,,Passeriformes,Campephagidae,Cyanograucalus,Cyanograucalus azureus,Africa,"Equatorial Guinea,",,"Anthropogenic biome,Forest,Savanna",,,"https://en.wikipedia.org/wiki/Blue_cuckooshrike,https://www.iucnredlist.org/species/22706548/94076351,https://xeno-canto.org/404712",https://animalia.bio/blue-cuckooshrike/,,,,,,,,,,
0,blue-dacnis,Animalia,Chordata,Aves,,,,Passeriformes,Thraupidae,Dacnis,Dacnis cayana,"South America,",North America,"Trinidad and Tobago,","Anthropogenic biome,Forest,Savanna,Shrubland,Agricultural,Woodland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Blue_dacnis,https://www.iucnredlist.org/species/22722991/94797202,https://xeno-canto.org/706950",https://animalia.bio/blue-dacnis/,,,,,,,,,,
0,blue-duck,Animalia,Chordata,Aves,,,,Anseriformes,Anatidae,Hymenolaimus,Hymenolaimus malacorhynchos,Oceania,New Zealand,,"Temperate grasslands,Rivers,Freshwater,Riparian,Forest,Wetlands,Mountains","Semiaquatic, ,Waterfowl, ,Precocial, ,Island endemic, ,Natatorial, ,Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_duck,http://www.iucnredlist.org/details/22680121/0",https://animalia.bio/blue-duck/,,"badelynge, brace, bunch, flock, paddling, raft",,,,,,,,
0,blue-eared-pheasant,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Crossoptilon,Crossoptilon auritum,Asia,China,,"Forest,Grassland,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Blue_eared_pheasant,https://www.iucnredlist.org/species/22679307/92810024,https://xeno-canto.org/491204",https://animalia.bio/blue-eared-pheasant/,,,,,,,,,,
0,blue-finch,Animalia,Chordata,Aves,,,,Passeriformes,Thraupidae,Porphyrospiza,Porphyrospiza caerulescens,South America,"Bolivia,",,"Grassland,Savanna","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_finch,https://www.iucnredlist.org/species/22723966/132171827,https://xeno-canto.org/604123",https://animalia.bio/blue-finch/,,,,,,,,,,
0,blue-grosbeak,Animalia,Chordata,Aves,,,,Passeriformes,Cardinalidae,Passerina,Passerina caerulea,"North America,","Central America,",,"Tropical dry forest,Temperate coniferous forest,Shrubland,Forest,Grassland,Anthropogenic biome,Woodland,Riparian","Arboreal, ,Altricial, ,Zoochory, ,Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Blue_grosbeak,https://www.iucnredlist.org/species/22723939/132170886,https://xeno-canto.org/671102",https://animalia.bio/blue-grosbeak/,South America,gross,,,,,,,,
0,blue-ground-dove,Animalia,Chordata,Aves,,,,Columbiformes,Columbidae,Claravis,Claravis pretiosa,"South America,",North America,"Trinidad and Tobago,","Anthropogenic biome,Forest,Savanna,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_ground_dove,https://www.iucnredlist.org/species/22690809/139734486,https://xeno-canto.org/706999",https://animalia.bio/blue-ground-dove/,,,,,,,,,,
0,blue-jay,Animalia,Chordata,Aves,,,,Passeriformes,Corvidae,Cyanocitta,Cyanocitta cristata,North America,"Mexico,",,"Temperate broadleaf and mixed forest,Taiga,Tropical dry forest,Tropical moist forests,Temperate coniferous forest,Urban wildlife,Forest,Anthropogenic biome,Woodland,Mountains,Rocky areas,Shrubland","Arboreal, ,Altricial, ,Zoochory, ,Terrestrial, ,Territorial, ,Oviparous","Partially migrant, ,Migrating","https://en.wikipedia.org/wiki/Blue_jay,https://www.iucnredlist.org/species/22705611/94027257,https://xeno-canto.org/696752",https://animalia.bio/blue-jay/,,"band, cast, party, scold",,,,,,,,
0,blue-jewelbabbler,,,,,,,,,,,,,,,,,,https://animalia.bio/blue-jewelbabbler/,,,,,,,,,,
0,blue-korhaan,Animalia,Chordata,Aves,,,,Otidiformes,Otididae,Eupodotis,Eupodotis caerulescens,Africa,"South Africa,",,"Anthropogenic biome,Grassland,Shrubland,Agricultural,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_korhaan,https://www.iucnredlist.org/species/22692000/118449147,https://xeno-canto.org/599128",https://animalia.bio/blue-korhaan/,,,,,,,,,,
0,blue-lorikeet,Animalia,Chordata,Aves,,,,Psittaciformes,Psittacidae,Vini,Vini peruviana,,,"French Polynesia,","Anthropogenic biome,Forest,Wetlands,Swamp",,,"https://en.wikipedia.org/wiki/Blue_lorikeet,https://www.iucnredlist.org/species/22684641/95212213,https://xeno-canto.org/110899",https://animalia.bio/blue-lorikeet/,,,,,,,,,,
0,blue-malkoha,Animalia,Chordata,Aves,,,,Cuculiformes,Cuculidae,Ceuthmochares,Ceuthmochares aereus,Africa,"Equatorial Guinea,",,"Freshwater,Forest,Savanna,Shrubland,Wetlands,Rainforest",,,"https://en.wikipedia.org/wiki/Blue_malkoha,https://www.iucnredlist.org/species/22725623/94897519,https://xeno-canto.org/629180",https://animalia.bio/blue-malkoha/,,,,,,,,,,
0,blue-manakin,Animalia,Chordata,Aves,,,,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia caudata,South America,"Argentina,",,"Anthropogenic biome,Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_manakin,https://www.iucnredlist.org/species/22701083/93812244,https://xeno-canto.org/677770",https://animalia.bio/blue-manakin/,,,,,,,,,,
0,blue-mockingbird,Animalia,Chordata,Aves,,,,Passeriformes,Mimidae,Melanotis,Melanotis caerulescens,North America,Mexico,,"Anthropogenic biome,Forest,Shrubland,Woodland,Mountains,Montane forest,Riparian","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_mockingbird,https://www.iucnredlist.org/species/22711020/139353996,https://xeno-canto.org/707927",https://animalia.bio/blue-mockingbird/,,,,,,,,,,
0,blue-mountain-vireo,Animalia,Chordata,Aves,,,,Passeriformes,Vireonidae,Vireo,Vireo osburni,North America,Jamaica,,"Anthropogenic biome,Forest,Agricultural,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Blue_Mountain_vireo,https://www.iucnredlist.org/species/22705225/177294002",https://animalia.bio/blue-mountain-vireo/,,,,,,,,,,
0,blue-noddy,Animalia,Chordata,Aves,,,,Charadriiformes,Laridae,Anous,Anous cerulea,"North America,",Asia,"Japan,","Neritic zone,Oceanic pelagic zone,Coastal,Marine",,,"https://en.wikipedia.org/wiki/Blue_noddy,https://www.iucnredlist.org/species/22727746/133493654",https://animalia.bio/blue-noddy/,,,,,,,,,,
0,blue-nuthatch,Animalia,Chordata,Aves,,,,Passeriformes,Sittidae,Sitta,Sitta azurea,Asia,"Indonesia,",,"Forest,Agricultural,Anthropogenic biome,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_nuthatch,https://www.iucnredlist.org/species/22711225/94284706,https://xeno-canto.org/660944",https://animalia.bio/blue-nuthatch/,,,,,,,,,,
0,blue-paradise-flycatcher,Animalia,Chordata,Aves,,,,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone cyanescens,Asia,Philippines,,"Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_paradise_flycatcher,https://www.iucnredlist.org/species/22707161/94109335,https://xeno-canto.org/320207",https://animalia.bio/blue-paradise-flycatcher/,,,,,,,,,,
0,blue-petrel,Animalia,Chordata,Aves,,,,Procellariiformes,Procellariidae,Halobaena,Halobaena caerulea,"Antarctica,","South America,",Africa,"Grassland,Neritic zone,Oceanic pelagic zone,Coastal,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Burrowing, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Blue_petrel,https://www.iucnredlist.org/species/22698102/181599271,https://xeno-canto.org/590319",https://animalia.bio/blue-petrel/,,,"Australia,",,,,,,,
0,blue-pitta,Animalia,Chordata,Aves,,,,Passeriformes,Pittidae,Hydrornis,Hydrornis cyaneus,Asia,"China,",,"Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Blue_pitta,https://www.iucnredlist.org/species/22698617/93692913,https://xeno-canto.org/295011",https://animalia.bio/blue-pitta/,,,,,,,,,,
0,blue-quail,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Synoicus,Excalfactoria adansonii,Africa,"South Africa,",,"Agricultural,Anthropogenic biome,Marsh,Wetlands,Grassland,Freshwater,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Blue_quail,https://www.iucnredlist.org/species/22678971/92796857",https://animalia.bio/blue-quail/,,,,,,,,,,
0,blue-rock-thrush,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Monticola,Monticola solitarius,"Europe,","Asia,",Africa,"Anthropogenic biome,Grassland,Rocky areas,Shrubland,Mountains","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Blue_rock_thrush,https://www.iucnredlist.org/species/22708286/87933903,https://xeno-canto.org/684443",https://animalia.bio/blue-rock-thrush/,,,,,,,,,,
0,blue-swallow,Animalia,Chordata,Aves,,,,Passeriformes,Hirundinidae,Hirundo,Hirundo atrocaerulea,Africa,"DR Congo,",,"Tropical savanna,Wetlands,Freshwater,Grassland,Savanna,Mountains","Arboreal, ,Gliding, ,Altricial, ,Terrestrial, ,Oviparous,  ,Burrowing",Migrating,"https://en.wikipedia.org/wiki/Blue_swallow,https://www.iucnredlist.org/species/22712318/155549636,https://creazilla.com/nodes/3434061-blue-swallow-vector,https://xeno-canto.org/398060",https://animalia.bio/blue-swallow/,Sub-Saharan Africa,"flight, gulp, herd, kettle, richness, swoop",,,,,,,,
0,blue-vanga,,,,,,,,,,,,,,,,,,https://animalia.bio/blue-vanga/,,,,,,,,,,
0,blue-waxbill,Animalia,Chordata,Aves,,,,Passeriformes,Estrildidae,Uraeginthus,Uraeginthus angolensis,Africa,"South Africa,","Angola,","Anthropogenic biome,Grassland,Savanna,Shrubland,Forest","Terrestrial, ,Oviparous, ,Arboreal",Not a migrant,"https://en.wikipedia.org/wiki/Blue_waxbill,https://www.iucnredlist.org/species/22719488/94629874,https://xeno-canto.org/699503",https://animalia.bio/blue-waxbill/,,,,,,,,,,
0,blue-whistling-thrush,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Myophonus,Myophonus caeruleus,Asia,"China,",,"Freshwater,Anthropogenic biome,Forest,Wetlands,Mountains,Rocky areas,Montane forest","Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Blue_whistling_thrush,https://www.iucnredlist.org/species/22708329/94156601,https://xeno-canto.org/547859",https://animalia.bio/blue-whistling-thrush/,,,,,,,,,,
0,blueandblack-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandblack-tanager/,,,,,,,,,,
0,blueandgold-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandgold-tanager/,,,,,,,,,,
0,blueandwhite-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandwhite-flycatcher/,,,,,,,,,,
0,blueandwhite-kingfisher,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandwhite-kingfisher/,,,,,,,,,,
0,blueandwhite-mockingbird,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandwhite-mockingbird/,,,,,,,,,,
0,blueandwhite-swallow,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandwhite-swallow/,,,,,,,,,,
0,blueandyellow-macaw,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandyellow-macaw/,,,,,,,,,,
0,blueandyellow-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/blueandyellow-tanager/,,,,,,,,,,
0,bluebacked-conebill,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebacked-conebill/,,,,,,,,,,
0,bluebacked-manakin,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebacked-manakin/,,,,,,,,,,
0,bluebacked-parrot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebacked-parrot/,,,,,,,,,,
0,bluebacked-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebacked-tanager/,,,,,,,,,,
0,bluebanded-kingfisher,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebanded-kingfisher/,,,,,,,,,,
0,bluebanded-pitta,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebanded-pitta/,,,,,,,,,,
0,bluebanded-toucanet,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebanded-toucanet/,,,,,,,,,,
0,bluebearded-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebearded-beeeater/,,,,,,,,,,
0,bluebearded-helmetcrest,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebearded-helmetcrest/,,,,,,,,,,
0,bluebellied-parrot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebellied-parrot/,,,,,,,,,,
0,bluebellied-roller,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebellied-roller/,,,,,,,,,,
0,bluebilled-black-tyrant,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebilled-black-tyrant/,,,,,,,,,,
0,bluebilled-curassow,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebilled-curassow/,,,,,,,,,,
0,bluebilled-duck,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebilled-duck/,,,,,,,,,,
0,bluebilled-malimbe,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebilled-malimbe/,,,,,,,,,,
0,bluebilled-teal,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebilled-teal/,,,,,,,,,,
0,blueblack-grassquit,,,,,,,,,,,,,,,,,,https://animalia.bio/blueblack-grassquit/,,,,,,,,,,
0,blueblack-grosbeak,,,,,,,,,,,,,,,,,,https://animalia.bio/blueblack-grosbeak/,,,,,,,,,,
0,blueblack-kingfisher,,,,,,,,,,,,,,,,,,https://animalia.bio/blueblack-kingfisher/,,,,,,,,,,
0,bluebreasted-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebreasted-beeeater/,,,,,,,,,,
0,bluebreasted-blue-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebreasted-blue-flycatcher/,,,,,,,,,,
0,bluebreasted-fairywren,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebreasted-fairywren/,,,,,,,,,,
0,bluebreasted-kingfisher,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebreasted-kingfisher/,,,,,,,,,,
0,bluebrowed-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/bluebrowed-tanager/,,,,,,,,,,
0,bluecapped-cordonbleu,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-cordonbleu/,,,,,,,,,,
0,bluecapped-fruit-dove,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-fruit-dove/,,,,,,,,,,
0,bluecapped-ifrit,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-ifrit/,,,,,,,,,,
0,bluecapped-motmot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-motmot/,,,,,,,,,,
0,bluecapped-puffleg,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-puffleg/,,,,,,,,,,
0,bluecapped-redstart,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-redstart/,,,,,,,,,,
0,bluecapped-rock-thrush,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-rock-thrush/,,,,,,,,,,
0,bluecapped-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecapped-tanager/,,,,,,,,,,
0,bluecheeked-amazon,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecheeked-amazon/,,,,,,,,,,
0,bluecheeked-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecheeked-beeeater/,,,,,,,,,,
0,bluecheeked-flowerpecker,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecheeked-flowerpecker/,,,,,,,,,,
0,bluechested-hummingbird,,,,,,,,,,,,,,,,,,https://animalia.bio/bluechested-hummingbird/,,,,,,,,,,
0,bluechinned-sapphire,,,,,,,,,,,,,,,,,,https://animalia.bio/bluechinned-sapphire/,,,,,,,,,,
0,bluecollared-parrot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecollared-parrot/,,,,,,,,,,
0,bluecrowned-chlorophonia,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-chlorophonia/,,,,,,,,,,
0,bluecrowned-hanging-parrot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-hanging-parrot/,,,,,,,,,,
0,bluecrowned-laughingthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-laughingthrush/,,,,,,,,,,
0,bluecrowned-lorikeet,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-lorikeet/,,,,,,,,,,
0,bluecrowned-manakin,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-manakin/,,,,,,,,,,
0,bluecrowned-parakeet,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-parakeet/,,,,,,,,,,
0,bluecrowned-rackettail,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-rackettail/,,,,,,,,,,
0,bluecrowned-trogon,,,,,,,,,,,,,,,,,,https://animalia.bio/bluecrowned-trogon/,,,,,,,,,,
0,blueeared-barbet,,,,,,,,,,,,,,,,,,https://animalia.bio/blueeared-barbet/,,,,,,,,,,
0,blueeared-kingfisher,,,,,,,,,,,,,,,,,,https://animalia.bio/blueeared-kingfisher/,,,,,,,,,,
0,blueeared-lory,,,,,,,,,,,,,,,,,,https://animalia.bio/blueeared-lory/,,,,,,,,,,
0,blueeyed-cockatoo,,,,,,,,,,,,,,,,,,https://animalia.bio/blueeyed-cockatoo/,,,,,,,,,,
0,blueeyed-ground-dove,,,,,,,,,,,,,,,,,,https://animalia.bio/blueeyed-ground-dove/,,,,,,,,,,
0,bluefaced-honeyeater,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefaced-honeyeater/,,,,,,,,,,
0,bluefaced-malkoha,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefaced-malkoha/,,,,,,,,,,
0,bluefaced-parrotfinch,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefaced-parrotfinch/,,,,,,,,,,
0,bluefaced-rail,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefaced-rail/,,,,,,,,,,
0,bluefooted-booby,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefooted-booby/,,,,,,,,,,
0,bluefronted-blue-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefronted-blue-flycatcher/,,,,,,,,,,
0,bluefronted-lancebill,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefronted-lancebill/,,,,,,,,,,
0,bluefronted-lorikeet,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefronted-lorikeet/,,,,,,,,,,
0,bluefronted-parrotlet,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefronted-parrotlet/,,,,,,,,,,
0,bluefronted-redstart,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefronted-redstart/,,,,,,,,,,
0,bluefronted-robin,,,,,,,,,,,,,,,,,,https://animalia.bio/bluefronted-robin/,,,,,,,,,,
0,bluegray-gnatcatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/bluegray-gnatcatcher/,,,,,,,,,,
0,bluegray-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/bluegray-tanager/,,,,,,,,,,
0,blueheaded-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-beeeater/,,,,,,,,,,
0,blueheaded-coucal,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-coucal/,,,,,,,,,,
0,blueheaded-crested-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-crested-flycatcher/,,,,,,,,,,
0,blueheaded-fantail,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-fantail/,,,,,,,,,,
0,blueheaded-hummingbird,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-hummingbird/,,,,,,,,,,
0,blueheaded-macaw,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-macaw/,,,,,,,,,,
0,blueheaded-parrot,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-parrot/,,,,,,,,,,
0,blueheaded-pitta,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-pitta/,,,,,,,,,,
0,blueheaded-pitta1,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-pitta1/,,,,,,,,,,
0,blueheaded-quaildove,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-quaildove/,,,,,,,,,,
0,blueheaded-rackettail,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-rackettail/,,,,,,,,,,
0,blueheaded-sapphire,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-sapphire/,,,,,,,,,,
0,blueheaded-sunbird,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-sunbird/,,,,,,,,,,
0,blueheaded-vireo,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-vireo/,,,,,,,,,,
0,blueheaded-wood-dove,,,,,,,,,,,,,,,,,,https://animalia.bio/blueheaded-wood-dove/,,,,,,,,,,
0,bluelored-antbird,,,,,,,,,,,,,,,,,,https://animalia.bio/bluelored-antbird/,,,,,,,,,,
0,bluemantled-crested-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/bluemantled-crested-flycatcher/,,,,,,,,,,
0,bluemantled-thornbill,,,,,,,,,,,,,,,,,,https://animalia.bio/bluemantled-thornbill/,,,,,,,,,,
0,bluemasked-leafbird,,,,,,,,,,,,,,,,,,https://animalia.bio/bluemasked-leafbird/,,,,,,,,,,
0,bluemoustached-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/bluemoustached-beeeater/,,,,,,,,,,
0,bluenaped-chlorophonia,,,,,,,,,,,,,,,,,,https://animalia.bio/bluenaped-chlorophonia/,,,,,,,,,,
0,bluenaped-mousebird,,,,,,,,,,,,,,,,,,https://animalia.bio/bluenaped-mousebird/,,,,,,,,,,
0,bluenaped-parrot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluenaped-parrot/,,,,,,,,,,
0,bluenaped-pitta,,,,,,,,,,,,,,,,,,https://animalia.bio/bluenaped-pitta/,,,,,,,,,,
0,bluenecked-jacamar,,,,,,,,,,,,,,,,,,https://animalia.bio/bluenecked-jacamar/,,,,,,,,,,
0,bluenecked-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/bluenecked-tanager/,,,,,,,,,,
0,bluerumped-manakin,,,,,,,,,,,,,,,,,,https://animalia.bio/bluerumped-manakin/,,,,,,,,,,
0,bluerumped-parrot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluerumped-parrot/,,,,,,,,,,
0,bluerumped-pitta,,,,,,,,,,,,,,,,,,https://animalia.bio/bluerumped-pitta/,,,,,,,,,,
0,blueshouldered-robinchat,,,,,,,,,,,,,,,,,,https://animalia.bio/blueshouldered-robinchat/,,,,,,,,,,
0,bluespotted-wood-dove,,,,,,,,,,,,,,,,,,https://animalia.bio/bluespotted-wood-dove/,,,,,,,,,,
0,bluestreaked-lory,,,,,,,,,,,,,,,,,,https://animalia.bio/bluestreaked-lory/,,,,,,,,,,
0,bluetailed-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/bluetailed-beeeater/,,,,,,,,,,
0,bluetailed-emerald,,,,,,,,,,,,,,,,,,https://animalia.bio/bluetailed-emerald/,,,,,,,,,,
0,bluetailed-hummingbird,,,,,,,,,,,,,,,,,,https://animalia.bio/bluetailed-hummingbird/,,,,,,,,,,
0,bluethroat,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Cyanecula,Luscinia svecica,"Europe,","North America,","Asia,","Freshwater,Anthropogenic biome,Forest,Grassland,Intertidal zone,Shrubland,Wetlands,Marine,Swamp","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Bluethroat,https://www.iucnredlist.org/species/22709707/137567006,https://xeno-canto.org/707297",https://animalia.bio/bluethroat/,,,,,,,,,,
0,bluethroated-barbet,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-barbet/,,,,,,,,,,
0,bluethroated-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-beeeater/,,,,,,,,,,
0,bluethroated-blue-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-blue-flycatcher/,,,,,,,,,,
0,bluethroated-brown-sunbird,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-brown-sunbird/,,,,,,,,,,
0,bluethroated-goldentail,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-goldentail/,,,,,,,,,,
0,bluethroated-hillstar,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-hillstar/,,,,,,,,,,
0,bluethroated-hillstar---,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-hillstar---/,,,,,,,,,,
0,bluethroated-macaw,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-macaw/,,,,,,,,,,
0,bluethroated-motmot,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-motmot/,,,,,,,,,,
0,bluethroated-mountaingem,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-mountaingem/,,,,,,,,,,
0,bluethroated-piping-guan,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-piping-guan/,,,,,,,,,,
0,bluethroated-roller,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-roller/,,,,,,,,,,
0,bluethroated-sapphire,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-sapphire/,,,,,,,,,,
0,bluethroated-starfrontlet,,,,,,,,,,,,,,,,,,https://animalia.bio/bluethroated-starfrontlet/,,,,,,,,,,
