,Common Name,Kingdom,Phylum,Class,Subclass,Infraclass,Superorder,Order,Family,Genus,SPECIES,Continents,Countries,Regions,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Subcontinents,Group name,Islands,Introduced Countries,Suborder,Oceans,SUBSPECIES OF,Subfamily,Subgenus,Tribe
0,chilean-woodstar,Animalia,Chordata,Aves,,,,Apodiformes,Trochilidae,Eulidia,Eulidia yarrellii,South America,Chile,,"Anthropogenic biome,Desert,Shrubland,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chilean_woodstar,https://www.iucnredlist.org/species/22688244/181468935",https://animalia.bio/chilean-woodstar/,,,,,,,,,,
0,chiloé-wigeon,,,,,,,,,,,,,,,,,,https://animalia.bio/chiloé-wigeon/,,,,,,,,,,
0,chimango-caracara,Animalia,Chordata,Aves,,,,Falconiformes,Falconidae,Phalcoboenus,Milvago chimango,South America,"Chile,",,"Anthropogenic biome,Grassland,Shrubland,Forest","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chimango_caracara,https://www.iucnredlist.org/species/22696264/132066597,https://xeno-canto.org/686612",https://animalia.bio/chimango-caracara/,,,,,,,,,,
0,chiming-wedgebill,Animalia,Chordata,Aves,,,,Passeriformes,Psophodidae,Psophodes,Psophodes occidentalis,,Australia,,Shrubland,,,"https://en.wikipedia.org/wiki/Chiming_wedgebill,https://www.iucnredlist.org/species/22705336/94013671",https://animalia.bio/chiming-wedgebill/,,,,,,,,,,
0,chimney-swift,Animalia,Chordata,Aves,,,,Apodiformes,Apodidae,Chaetura,Chaetura pelagica,"North America,","Caribbean Islands,",,"Temperate broadleaf and mixed forest,Tropical moist forests,Temperate coniferous forest,Mangrove,Urban wildlife,Agricultural,Anthropogenic biome,Forest,Mountains,Rainforest,Riparian,Shrubland,Suburban,Savanna","Arboreal, ,Altricial, ,Gliding, ,Terrestrial, ,Oviparous, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Chimney_swift,https://www.iucnredlist.org/species/22686709/131792415,https://xeno-canto.org/636190",https://animalia.bio/chimney-swift/,South America,"box, drift, screaming frenzy, swoop",,,,,,,,
0,chin-hills-wrenbabbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chin-hills-wrenbabbler/,,,,,,,,,,
0,chinchipe-spinetail,,,,,,,,,,,,,,,,,,https://animalia.bio/chinchipe-spinetail/,,,,,,,,,,
0,chinese-babax,Animalia,Chordata,Aves,,,,Passeriformes,Leiotrichidae,Garrulax,Pterorhinus lanceolatus,Asia,"China,",,"Forest,Grassland,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Chinese_babax,https://www.iucnredlist.org/species/103872761/132046098,https://xeno-canto.org/674517",https://animalia.bio/chinese-babax/,,,,,,,,,,
0,chinese-bamboo-partridge,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Bambusicola,Bambusicola thoracicus,Asia,China,,"Forest,Grassland,Shrubland,Mountains","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Chinese_bamboo_partridge,https://www.iucnredlist.org/species/22725191/94887004,https://xeno-canto.org/665055",https://animalia.bio/chinese-bamboo-partridge/,,,,"Japan,",,,,,,
0,chinese-barbet,Animalia,Chordata,Aves,,,,Piciformes,Megalaimidae,Psilopogon,Psilopogon faber,Asia,China,,"Anthropogenic biome,Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Chinese_barbet,https://www.iucnredlist.org/species/22734438/95085587,https://xeno-canto.org/698161",https://animalia.bio/chinese-barbet/,,,,,,,,,,
0,chinese-beautiful-rosefinch,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Carpodacus,Carpodacus davidianus,,"China,",,Shrubland,,,"https://en.wikipedia.org/wiki/Chinese_beautiful_rosefinch,https://xeno-canto.org/667547",https://animalia.bio/chinese-beautiful-rosefinch/,,,,,,,,,,
0,chinese-blackbird,Animalia,Chordata,Aves,,,,Passeriformes,Turdidae,Turdus,Turdus mandarinus,Asia,"China,",,"Anthropogenic biome,Forest,Grassland,Shrubland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chinese_blackbird,https://www.iucnredlist.org/species/103888237/132201482,https://xeno-canto.org/705841",https://animalia.bio/chinese-blackbird/,,,,,,,,,,
0,chinese-blue-flycatcher,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Cyornis,Cyornis glaucicomans,Asia,"China,",,"Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chinese_blue_flycatcher,https://www.iucnredlist.org/species/103762252/104350561,https://xeno-canto.org/657620",https://animalia.bio/chinese-blue-flycatcher/,,,,,,,,,,
0,chinese-bush-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Locustellidae,Locustella,Locustella tacsanowskia,Asia,"China,",,"Anthropogenic biome,Forest,Grassland,Shrubland",,,"https://en.wikipedia.org/wiki/Chinese_bush_warbler,https://www.iucnredlist.org/species/22714528/94419564,https://xeno-canto.org/468341",https://animalia.bio/chinese-bush-warbler/,,,,,,,,,,
0,chinese-crested-tern,Animalia,Chordata,Aves,,,,Charadriiformes,Laridae,Thalasseus,Thalasseus bernsteini,Asia,"China,",,"Intertidal zone,Neritic zone,Coastal,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Chinese_crested_tern,https://www.iucnredlist.org/species/22694585/131118818",https://animalia.bio/chinese-crested-tern/,,,,,,,,,,
0,chinese-cupwing,Animalia,Chordata,Aves,,,,Passeriformes,Pnoepygidae,Pnoepyga,Pnoepyga mutica,,China,,"Forest,Mountains",,,"https://en.wikipedia.org/wiki/Chinese_cupwing,https://xeno-canto.org/696736",https://animalia.bio/chinese-cupwing/,,,,,,,,,,
0,chinese-egret,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Pelecaniformes,Ardeidae,Egretta,Egretta eulophotes,Asia,"China,",,"Freshwater,Anthropogenic biome,Forest,Intertidal zone,Coastal,Marine,Estuaries","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Altricial, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Chinese_egret,https://www.iucnredlist.org/species/22696977/93596047",https://animalia.bio/chinese-egret/,,,,,,,,,,
0,chinese-francolin,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Francolinus,Francolinus pintadeanus,Asia,"China,",,"Anthropogenic biome,Forest,Grassland,Shrubland",,,"https://en.wikipedia.org/wiki/Chinese_francolin,https://www.iucnredlist.org/species/22678725/92785250,https://xeno-canto.org/700264",https://animalia.bio/chinese-francolin/,,,,,,,,,,
0,chinese-fulvetta,Animalia,Chordata,Aves,,,,Passeriformes,Sylviidae,Fulvetta,Fulvetta striaticollis,Asia,"China,",,Shrubland,,,"https://en.wikipedia.org/wiki/Chinese_fulvetta,https://www.iucnredlist.org/species/22716604/94502563,https://xeno-canto.org/20205",https://animalia.bio/chinese-fulvetta/,,,,,,,,,,
0,chinese-grassbird,Animalia,Chordata,Aves,,,,Passeriformes,Pellorneidae,Graminicola,Graminicola striatus,Asia,"China,",,"Freshwater,Grassland,Wetlands,Swamp",,,"https://en.wikipedia.org/wiki/Chinese_grassbird,https://www.iucnredlist.org/species/103870381/104200555,https://xeno-canto.org/705814",https://animalia.bio/chinese-grassbird/,,,,,,,,,,
0,chinese-grey-shrike,Animalia,Chordata,Aves,,,,Passeriformes,Laniidae,Lanius,Lanius sphenocercus,Asia,"China,",,"Anthropogenic biome,Desert,Grassland,Shrubland,Forest",,,"https://en.wikipedia.org/wiki/Chinese_grey_shrike,https://www.iucnredlist.org/species/103718766/93998234,https://xeno-canto.org/267592",https://animalia.bio/chinese-grey-shrike/,,,,,,,,,,
0,chinese-grosbeak,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Eophona,Eophona migratoria,Asia,"China,",,"Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chinese_grosbeak,https://www.iucnredlist.org/species/22720684/94677774,https://xeno-canto.org/597615",https://animalia.bio/chinese-grosbeak/,,,,,,,,,,
0,chinese-grouse,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Bonasa,Tetrastes sewerzowi,Asia,China,,"Forest,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Chinese_grouse,https://www.iucnredlist.org/species/22679497/119421341",https://animalia.bio/chinese-grouse/,,,,,,,,,,
0,chinese-hwamei,Animalia,Chordata,Aves,,,,Passeriformes,Leiotrichidae,Garrulax,Garrulax canorus,Asia,"China,",,"Anthropogenic biome,Forest,Grassland,Shrubland,Agricultural,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chinese_hwamei,https://www.iucnredlist.org/species/22735076/132036519,https://xeno-canto.org/620144",https://animalia.bio/chinese-hwamei/,,,,,,,,,,
0,chinese-leaf-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus yunnanensis,Asia,"China,",,"Anthropogenic biome,Forest,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Chinese_leaf_warbler,https://www.iucnredlist.org/species/22732052/95041483,https://xeno-canto.org/665878",https://animalia.bio/chinese-leaf-warbler/,,,,,,,,,,
0,chinese-monal,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Lophophorus,Lophophorus lhuysii,Asia,China,,"Grassland,Mountains","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Chinese_monal,https://www.iucnredlist.org/species/22679192/92806697,https://xeno-canto.org/285233",https://animalia.bio/chinese-monal/,,,,,,,,,,
0,chinese-nuthatch,Animalia,Chordata,Aves,,,,Passeriformes,Sittidae,Sitta,Sitta villosa,Asia,"China,",,Forest,"Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chinese_nuthatch,https://www.iucnredlist.org/species/22711188/94282949,https://xeno-canto.org/702119",https://animalia.bio/chinese-nuthatch/,,,,,,,,,,
0,chinese-penduline-tit,Animalia,Chordata,Aves,,,,Passeriformes,Remizidae,Remiz,Remiz consobrinus,Asia,"China,",,"Freshwater,Anthropogenic biome,Wetlands,Marsh,Grassland",,,"https://en.wikipedia.org/wiki/Chinese_penduline_tit,https://www.iucnredlist.org/species/22711632/118699812,https://xeno-canto.org/414499",https://animalia.bio/chinese-penduline-tit/,,,,,,,,,,
0,chinese-pond-heron,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Pelecaniformes,Ardeidae,Ardeola,Ardeola bacchus,Asia,"China,",,"Freshwater,Forest,Grassland,Intertidal zone,Wetlands,Anthropogenic biome,Marine,Mountains","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Altricial,  ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Chinese_pond_heron,https://www.iucnredlist.org/species/22697133/93600684,https://xeno-canto.org/157259",https://animalia.bio/chinese-pond-heron/,,,,,,,,,,
0,chinese-rubythroat,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Calliope,Calliope tschebaiewi,Asia,"China,",,"Anthropogenic biome,Grassland,Shrubland,Forest,Woodland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chinese_rubythroat,https://www.iucnredlist.org/species/103768594/132043312,https://xeno-canto.org/285242",https://animalia.bio/chinese-rubythroat/,,,,,,,,,,
0,chinese-shortwing,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Brachypteryx,Brachypteryx sinensis,Asia,China,,"Forest,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Chinese_shortwing,https://www.iucnredlist.org/species/103866607/104211759",https://animalia.bio/chinese-shortwing/,,,,,,,,,,
0,chinese-sparrowhawk,Animalia,Chordata,Aves,,,,Accipitriformes,Accipitridae,Accipiter,Accipiter soloensis,Asia,"China,","Hong Kong,","Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands","Terrestrial, ,Congregatory, ,Oviparous, ,Altricial, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Chinese_sparrowhawk,https://www.iucnredlist.org/species/22695503/93512856,https://xeno-canto.org/700250",https://animalia.bio/chinese-sparrowhawk/,,,,,,,,,,
0,chinese-thrush,Animalia,Chordata,Aves,,,,Passeriformes,Turdidae,Otocichla,Turdus mupinensis,Asia,China,,"Anthropogenic biome,Forest,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chinese_thrush,https://www.iucnredlist.org/species/22708826/94179717,https://xeno-canto.org/487353",https://animalia.bio/chinese-thrush/,,,,,,,,,,
0,chinese-whitebrowed-rosefinch,,,,,,,,,,,,,,,,,,https://animalia.bio/chinese-whitebrowed-rosefinch/,,,,,,,,,,
0,chinspot-batis,Animalia,Chordata,Aves,,,,Passeriformes,Platysteiridae,Batis,Batis molitor,Africa,"South Africa,","Angola,","Forest,Grassland,Savanna,Shrubland,Agricultural,Anthropogenic biome,Woodland,Mountains","Terrestrial, ,Oviparous, ,Territorial",Not a migrant,"https://en.wikipedia.org/wiki/Chinspot_batis,https://www.iucnredlist.org/species/22707864/94139926,https://xeno-canto.org/704631",https://animalia.bio/chinspot-batis/,,,,,,,,,,
0,chinstrap-penguin,Animalia,Chordata,Aves,,,,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis antarcticus,"Antarctica,",South America,,"Rock and ice,Intertidal zone,Oceanic pelagic zone,Icecap,Neritic zone,Marine,Rocky areas","Semiaquatic, ,Flightless bird, ,Shorebirds, ,Precocial, ,Terrestrial, ,Congregatory, ,Oviparous","Not a migrant, ,Migrating","https://en.wikipedia.org/wiki/Chinstrap_penguin,http://www.iucnredlist.org/details/22697761/0,https://xeno-canto.org/583141",https://animalia.bio/chinstrap-penguin/,,"rookery, colony, huddle, convent, waddle, raft",,,,"Argentina,",,,,
0,chipping-sparrow,Animalia,Chordata,Aves,,,,Passeriformes,Passerellidae,Spizella,Spizella passerina,North America,Central America,,"Temperate broadleaf and mixed forest,Mediterranean forests, woodlands, and scrub,Taiga,Tropical dry forest,Tropical moist forests,Temperate coniferous forest,Urban wildlife,Shrubland,Forest,Riparian,Anthropogenic biome,Suburban,Grassland,Agricultural,Woodland,Mountains","Arboreal, ,Terrestrial, ,Altricial, ,Territorial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Chipping_sparrow,https://www.iucnredlist.org/species/22721162/132143690,https://xeno-canto.org/702348",https://animalia.bio/chipping-sparrow/,"Caribbean Islands,",tournament,,,,,,,,
0,chiribiquete-emerald,Animalia,Chordata,Aves,,,,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon olivaresi,South America,Colombia,,"Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Chiribiquete_emerald,https://www.iucnredlist.org/species/22724623/94874530,https://xeno-canto.org/706534",https://animalia.bio/chiribiquete-emerald/,,,,,,,,,,
0,chirinda-apalis,Animalia,Chordata,Aves,,,,Passeriformes,Cisticolidae,Apalis,Apalis chirindensis,Africa,"Mozambique,",,"Forest,Mountains",,,"https://en.wikipedia.org/wiki/Chirinda_apalis,https://www.iucnredlist.org/species/22713815/94390383,https://xeno-canto.org/646273",https://animalia.bio/chirinda-apalis/,,,,,,,,,,
0,chiriqui-foliagegleaner,,,,,,,,,,,,,,,,,,https://animalia.bio/chiriqui-foliagegleaner/,,,,,,,,,,
0,chiriqui-quaildove,,,,,,,,,,,,,,,,,,https://animalia.bio/chiriqui-quaildove/,,,,,,,,,,
0,chiriqui-yellowthroat,,,,,,,,,,,,,,,,,,https://animalia.bio/chiriqui-yellowthroat/,,,,,,,,,,
0,chirping-cisticola,Animalia,Chordata,Aves,,,,Passeriformes,Cisticolidae,Cisticola,Cisticola pipiens,Africa,"Angola,",,"Freshwater,Grassland,Wetlands,Swamp",,,"https://en.wikipedia.org/wiki/Chirping_cisticola,https://www.iucnredlist.org/species/22713411/94373652,https://xeno-canto.org/585218",https://animalia.bio/chirping-cisticola/,,,,,,,,,,
0,chirruping-wedgebill,Animalia,Chordata,Aves,,,,Passeriformes,Psophodidae,Psophodes,Psophodes cristatus,,Australia,,"Freshwater,Shrubland,Wetlands","Terrestrial, ,Oviparous, ,Territorial, ,Gliding",Not a migrant,"https://en.wikipedia.org/wiki/Chirruping_wedgebill,https://www.iucnredlist.org/species/22705339/118693539,https://xeno-canto.org/611268",https://animalia.bio/chirruping-wedgebill/,,,,,,,,,,
0,chivi-vireo,Animalia,Chordata,Aves,,,,Passeriformes,Vireonidae,Vireo,Vireo chivi,South America,"Ecuador,","Argentina,","Anthropogenic biome,Forest,Woodland,Mountains,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chivi_vireo,https://www.iucnredlist.org/species/22731796/155764948,https://xeno-canto.org/706054",https://animalia.bio/chivi-vireo/,,,,,,,,,,
0,choco-brushfinch,Animalia,Chordata,Aves,,,,Passeriformes,Passerellidae,Atlapetes,Atlapetes crassus,South America,"Ecuador,",,"Anthropogenic biome,Forest,Woodland,Shrubland",,,"https://en.wikipedia.org/wiki/Choco_brushfinch,https://www.iucnredlist.org/species/103774244/104336700,https://xeno-canto.org/544546",https://animalia.bio/choco-brushfinch/,,,,,,,,,,
0,chocó-poorwill,,,,,,,,,,,,,,,,,,https://animalia.bio/chocó-poorwill/,,,,,,,,,,
0,chocó-screech-owl,,,,,,,,,,,,,,,,,,https://animalia.bio/chocó-screech-owl/,,,,,,,,,,
0,chocó-screech-owl---,,,,,,,,,,,,,,,,,,https://animalia.bio/chocó-screech-owl---/,,,,,,,,,,
0,chocó-tapaculo,,,,,,,,,,,,,,,,,,https://animalia.bio/chocó-tapaculo/,,,,,,,,,,
0,choco-tinamou,Animalia,Chordata,Aves,,,,Struthioniformes,Tinamidae,Crypturellus,Crypturellus kerriae,"South America,",North America,,"Forest,Agricultural,Anthropogenic biome,Mountains,Shrubland",,,"https://en.wikipedia.org/wiki/Choco_tinamou,https://www.iucnredlist.org/species/22678194/92761019,https://xeno-canto.org/127751",https://animalia.bio/choco-tinamou/,,,,,,,,,,
0,choco-toucan,Animalia,Chordata,Aves,,,,Piciformes,Ramphastidae,Ramphastos,Ramphastos brevis,"South America,",North America,,"Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Choco_toucan,https://www.iucnredlist.org/species/22682105/92931639,https://xeno-canto.org/681878",https://animalia.bio/choco-toucan/,,,,,,,,,,
0,chocó-trogon,,,,,,,,,,,,,,,,,,https://animalia.bio/chocó-trogon/,,,,,,,,,,
0,choco-tyrannulet,,,,,,,,,,,,,,,,,,https://animalia.bio/choco-tyrannulet/,,,,,,,,,,
0,chocó-vireo,,,,,,,,,,,,,,,,,,https://animalia.bio/chocó-vireo/,,,,,,,,,,
0,choco-warbler,,,,,,,,,,,,,,,,,,https://animalia.bio/choco-warbler/,,,,,,,,,,
0,chocó-woodpecker,,,,,,,,,,,,,,,,,,https://animalia.bio/chocó-woodpecker/,,,,,,,,,,
0,chocolate-boobook,Animalia,Chordata,Aves,,,,Strigiformes,Strigidae,Ninox,Ninox randi,Asia,Philippines,,"Anthropogenic biome,Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Chocolate_boobook,https://www.iucnredlist.org/species/22726321/94918597,https://xeno-canto.org/321148",https://animalia.bio/chocolate-boobook/,,,,,,,,,,
0,chocolatebacked-kingfisher,,,,,,,,,,,,,,,,,,https://animalia.bio/chocolatebacked-kingfisher/,,,,,,,,,,
0,chocolatevented-tyrant,,,,,,,,,,,,,,,,,,https://animalia.bio/chocolatevented-tyrant/,,,,,,,,,,
0,choiseul-pigeon,,,,,,,,,,,,,,,,,,https://animalia.bio/choiseul-pigeon/,,,,,,,,,,
0,chopi-blackbird,Animalia,Chordata,Aves,,,,Passeriformes,Icteridae,Gnorimopsar,Gnorimopsar chopi,South America,"Argentina,",,"Anthropogenic biome,Forest,Grassland,Savanna,Shrubland,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chopi_blackbird,https://www.iucnredlist.org/species/22724277/94857840,https://xeno-canto.org/705745",https://animalia.bio/chopi-blackbird/,,,,,,,,,,
0,chorister-robinchat,,,,,,,,,,,,,,,,,,https://animalia.bio/chorister-robinchat/,,,,,,,,,,
0,chotoy-spinetail,Animalia,Chordata,Aves,,,,Passeriformes,Furnariidae,Schoeniophylax,Schoeniophylax phryganophilus,South America,"Argentina,",,"Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chotoy_spinetail,https://www.iucnredlist.org/species/22702276/93866427,https://xeno-canto.org/707928",https://animalia.bio/chotoy-spinetail/,,,,,,,,,,
0,chowchilla,Animalia,Chordata,Aves,,,,Passeriformes,Orthonychidae,Orthonyx,Orthonyx spaldingii,,Australia,,"Anthropogenic biome,Forest,Rainforest,Mountains",,,"https://en.wikipedia.org/wiki/Chowchilla,https://www.iucnredlist.org/species/22704977/118670720,https://xeno-canto.org/643323",https://animalia.bio/chowchilla/,,,,,,,,,,
0,christmas-boobook,Animalia,Chordata,Aves,,,,Strigiformes,Strigidae,Ninox,Ninox natalis,,,Christmas Island,"Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Christmas_boobook,https://www.iucnredlist.org/species/22689452/93230899,https://xeno-canto.org/583371",https://animalia.bio/christmas-boobook/,,,,,,,,,,
0,christmas-frigatebird,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Suliformes,Fregatidae,Fregata,Fregata andrewsi,Asia,"China,","Hong Kong,","Coastal,Forest,Oceanic pelagic zone,Marine,Neritic zone","Nomadic, ,Terrestrial, ,Congregatory, ,Oviparous, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Christmas_frigatebird,https://www.iucnredlist.org/species/22697742/132599384",https://animalia.bio/christmas-frigatebird/,,,,,,,,,,
0,christmas-imperial-pigeon,Animalia,Chordata,Aves,,,,Columbiformes,Columbidae,Ducula,Ducula whartoni,,,Christmas Island,Forest,,,"https://en.wikipedia.org/wiki/Christmas_imperial_pigeon,https://www.iucnredlist.org/species/22691699/93321568",https://animalia.bio/christmas-imperial-pigeon/,,,,,,,,,,
0,christmas-island-swiftlet,Animalia,Chordata,Aves,,,,Apodiformes,Apodidae,Collocalia,Collocalia natalis,,,Christmas Island,"Caves and Subterranean Habitats,Forest,Rainforest,Rocky areas",,,https://en.wikipedia.org/wiki/Christmas_Island_swiftlet,https://animalia.bio/christmas-island-swiftlet/,,,,,,,,,,
0,christmas-island-swiftlet---,,,,,,,,,,,,,,,,,,https://animalia.bio/christmas-island-swiftlet---/,,,,,,,,,,
0,christmas-sandpiper,,,,,,,,,,,,,,,,,,https://animalia.bio/christmas-sandpiper/,,,,,,,,,,
0,christmas-shearwater,Animalia,Chordata,Aves,,,,Procellariiformes,Procellariidae,Puffinus,Puffinus nativitatis,"North America,",South America,"Mexico,","Neritic zone,Oceanic pelagic zone,Rocky areas,Marine,Shrubland","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Christmas_shearwater,https://www.iucnredlist.org/species/22698222/132636216,https://xeno-canto.org/60091",https://animalia.bio/christmas-shearwater/,,,,,,,,,,
0,christmas-whiteeye,,,,,,,,,,,,,,,,,,https://animalia.bio/christmas-whiteeye/,,,,,,,,,,
0,chubbs-cisticola,Animalia,Chordata,Aves,,,,Passeriformes,Cisticolidae,Cisticola,Cisticola chubbi,Africa,"Burundi,",,"Freshwater,Anthropogenic biome,Forest,Grassland,Shrubland,Wetlands,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chubb's_cisticola,https://www.iucnredlist.org/species/22730835/112874378,https://xeno-canto.org/704484",https://animalia.bio/chubbs-cisticola/,,,,,,,,,,
0,chubut-steamer-duck,Animalia,Chordata,Aves,,,,Anseriformes,Anatidae,Tachyeres,Tachyeres leucocephalus,South America,Argentina,,"Intertidal zone,Neritic zone,Coastal,Marine",,,"https://en.wikipedia.org/wiki/Chubut_steamer_duck,https://www.iucnredlist.org/species/22680038/132524158",https://animalia.bio/chubut-steamer-duck/,,,,,,,,,,
0,chucao-tapaculo,,,,,,,,,,,,,,,,,,https://animalia.bio/chucao-tapaculo/,,,,,,,,,,
